ENSEMBL	ENTREZID	SYMBOL	DESCRIPTION	LPS100.B100.vs.Ctrl.micro.logFC	LPS100.B100.vs.Ctrl.micro.p.value
ENSOARG00000002381	101122892	TMEM131L	transmembrane protein 131-like	-0.929875363300153	0.00611640054683939
ENSOARG00000002388				-0.583154262245314	0.0412108272599261
ENSOARG00000002391	101113614	MSRB2	methionine sulfoxide reductase B2	-0.78346635929617	0.0167554056680893
ENSOARG00000002400	101122010	CCDC88A	coiled-coil domain containing 88A	-0.737636508901943	0.0345980540726697
ENSOARG00000002409	101119786	GFM1	G elongation factor mitochondrial 1	-0.547356998519007	0.0188062016357886
ENSOARG00000002411	101114145	SKIV2L	Ski2 like RNA helicase	-0.686616042710945	0.031024566236186
ENSOARG00000002461	101105532	CHEK2	checkpoint kinase 2	-0.674352118280764	0.0313825453847829
ENSOARG00000002462	101117217	GPAT4	glycerol-3-phosphate acyltransferase 4	1.19827726810002	0.00323425812440596
ENSOARG00000002463	101108098	LXN	latexin	-2.52603706542202	2.08854590412433e-05
ENSOARG00000002476	101107650	RGS10	regulator of G protein signaling 10	-0.769632613800431	0.0490245864089351
ENSOARG00000002499	101108357	MLF1	myeloid leukemia factor 1	-1.26369291864272	0.0047669307345801
ENSOARG00000002513				0.792248160635227	0.0282156343215738
ENSOARG00000002530	101115060	ANKRD49	ankyrin repeat domain 49	0.945149418018607	0.00282340342356339
ENSOARG00000002532	101114089		T-cell surface glycoprotein CD1b-2-like	1.13885523338595	0.00448379023332795
ENSOARG00000002534	101119611	LOC101119611	WASH complex subunit FAM21	-0.730872462394903	0.00825545152140712
ENSOARG00000002541	101115498	AS3MT	arsenite methyltransferase	-0.890507521907379	0.0184409945826593
ENSOARG00000002543	101121512	MRNIP	MRN complex interacting protein	-1.09205950738769	0.00157026738070833
ENSOARG00000002551	101104157	LOC101104157	ubiquitin-conjugating enzyme E2 D3	0.804007326163732	0.00694724920418055
ENSOARG00000002557	101112808	ZNF277	zinc finger protein 277	0.856777372237188	0.00573701493041614
ENSOARG00000002563	101107342	LOC101107342	cartilage intermediate layer protein 2	-1.49296510133546	0.0188036578988277
ENSOARG00000002565	101104102	MKNK1	MAP kinase interacting serine/threonine kinase 1	0.797558037232339	0.0235241262581914
ENSOARG00000002568		NATD1	N-acetyltransferase domain containing 1	-1.14761531542215	0.0349023405020484
ENSOARG00000002612	101122959	MAP2K3	mitogen-activated protein kinase kinase 3	1.4116410907768	0.00347918482166982
ENSOARG00000002619	101104735	CLEC4D	C-type lectin domain family 4 member D	4.15068769850954	6.72292183835259e-05
ENSOARG00000002627	100188914	ATRN	attractin	1.97714394915421	0.000348628616314622
ENSOARG00000002630	101118875	HELQ	helicase, POLQ like	-1.03479616539543	0.0179503416219845
ENSOARG00000002633	100190973	CDK5	cyclin dependent kinase 5	-1.0272829118749	0.0050956910759445
ENSOARG00000002651				-0.556542147836097	0.045493077820783
ENSOARG00000002654		CBX8	chromobox 8	-2.16826034862148	0.000538897411890781
ENSOARG00000002667	101115566	KBTBD3	kelch repeat and BTB domain containing 3	-1.02913772694838	0.0221548860592584
ENSOARG00000002675	101122364	PPIL4	peptidylprolyl isomerase like 4	0.728697779094749	0.013329873175768
ENSOARG00000002685		MBNL2	muscleblind like splicing regulator 2	1.58811063488626	0.018466268910027
ENSOARG00000002692				-1.24750262674277	0.00404148846836724
ENSOARG00000002693	101109844	CNNM2	cyclin and CBS domain divalent metal cation transport mediator 2	-0.997136127794538	0.0266996836964286
ENSOARG00000002700	101106542		leukocyte immunoglobulin-like receptor subfamily B member 2	0.835185509395894	0.0204179428292413
ENSOARG00000002714				1.6441772087734	0.00357145079707535
ENSOARG00000002718	100135686	CLEC4E	C-type lectin domain family 4 member E	3.45030332751305	0.000111581172624403
ENSOARG00000002727	101106442	SUPT6H	SPT6 homolog, histone chaperone	0.605566794769282	0.0344946712899378
ENSOARG00000002730	101111735		F-box and leucine rich repeat protein 8	-1.84515218134762	0.000354218884509118
ENSOARG00000002732	101103923	PANK3	pantothenate kinase 3	0.950423509083458	0.00516525504438497
ENSOARG00000002740	101110783	HSF4	heat shock transcription factor 4	-0.915152255642897	0.0168325160954241
ENSOARG00000002750	101119875	ZFAND4	zinc finger AN1-type containing 4	-1.61965325744919	0.000681037934592507
ENSOARG00000002760		MARCH8	membrane associated ring-CH-type finger 8	-1.05655854837611	0.0308087771116514
ENSOARG00000002762	101111036	TUBG2	tubulin gamma-2 chain	-0.892695580595749	0.0116472874953035
ENSOARG00000002763	101107041	TSEN34	tRNA splicing endonuclease subunit 34	-0.724024115841032	0.0301154648534091
ENSOARG00000002785	101105016	KIAA1217	KIAA1217 ortholog	-1.23504462096248	0.0387003919160763
ENSOARG00000002801	101113325	SLC4A2	solute carrier family 4 member 2	0.652802024891643	0.0332153435387534
ENSOARG00000002803	101106963	E2F4	E2F transcription factor 4	0.658844714498979	0.0179503416219845
ENSOARG00000002806		MBOAT7	membrane bound O-acyltransferase domain containing 7	-0.579773622079177	0.0236689021396432
ENSOARG00000002809	101123099	GMEB1	glucocorticoid modulatory element binding protein 1	0.736749055299015	0.0109425519803774
ENSOARG00000002810				-1.54603165455832	0.00130746681897539
ENSOARG00000002811	101109758	CCNL1	cyclin L1	0.775066421818831	0.0189879242860891
ENSOARG00000002833				-0.816690103803895	0.0222329723737511
ENSOARG00000002836	101102748	MIB2	mindbomb E3 ubiquitin protein ligase 2	-0.726199603156748	0.0158645660087818
ENSOARG00000002840	101112898	RBM27	RNA binding motif protein 27	0.835145445245837	0.0216232311513223
ENSOARG00000002845	101111145	PSTPIP2	proline-serine-threonine phosphatase interacting protein 2	1.05999230234579	0.0279835011912636
ENSOARG00000002849				-0.910090739737842	0.00360471935358203
ENSOARG00000002856	101117960	LOC101117960	ecto-ADP-ribosyltransferase 5	-0.860966301671545	0.0159239067114615
ENSOARG00000002860	101107464	FHOD1	formin homology 2 domain containing 1	-0.64254618329069	0.0370010582618426
ENSOARG00000002863	101107825	BYSL	bystin like	0.681452406296602	0.0142622157671465
ENSOARG00000002875				1.26647248108619	0.00488780860362092
ENSOARG00000002876	101121804	TCTN2	tectonic family member 2	-0.856593040013704	0.00743125124340926
ENSOARG00000002877	101107725	SLC9A5	solute carrier family 9 member A5	0.838090765408444	0.0173595377884352
ENSOARG00000002878	101109880	ABRAXAS1	abraxas 1, BRCA1 A complex subunit	0.749002251126733	0.0188000113315487
ENSOARG00000002887	101118622	SLC45A4	solute carrier family 45 member 4	-1.56053033587265	0.0195217169925624
ENSOARG00000002893	101122186	SRPK2	SRSF protein kinase 2	-0.846306151943355	0.048716892568066
ENSOARG00000002905	101107636	FAM219B	family with sequence similarity 219 member B	-1.16688474233511	0.00509589285339885
ENSOARG00000002909				1.04385058233118	0.022930806461296
ENSOARG00000002920	101107901	MPI	mannose phosphate isomerase	-0.841530792143258	0.0105278903273386
ENSOARG00000002924	100147798	CCND3	cyclin D3	0.731385290922117	0.0158100739548822
ENSOARG00000002932	101122401	ADCY9	adenylate cyclase 9	-1.31057819452187	0.0032019871596883
ENSOARG00000002939	101102961	RCC1	regulator of chromosome condensation 1	-1.62305315503123	0.00101658847119298
ENSOARG00000002959		FSCN1	fascin actin-bundling protein 1	2.76387930331991	0.00026126785984547
ENSOARG00000002961				1.17241692291933	0.00169966990206911
ENSOARG00000002965	101113519	TPPP3	tubulin polymerization promoting protein family member 3	-1.06982031610833	0.0484919845927817
ENSOARG00000002972	101108247	ZDHHC1	zinc finger DHHC-type containing 1	-1.31362858211625	0.002890515255055
ENSOARG00000002983	101103254		SSU72 homolog, RNA polymerase II CTD phosphatase	-0.8950660908131	0.0116186375064204
ENSOARG00000002993	101115658	ULK4	unc-51 like kinase 4	-0.678390847257869	0.0414453958579197
ENSOARG00000002994	101112942	CLN3	CLN3, battenin	1.92403272542837	0.000353289165823806
ENSOARG00000002995				1.89361648236265	0.0153444192156026
ENSOARG00000003021	443052	ACTB	actin beta	1.00150674529339	0.0335963246988191
ENSOARG00000003023	101118692	TSPAN17	tetraspanin 17	-0.606512000369483	0.0212803172446492
ENSOARG00000003034	100302066	RAB4A	RAB4A, member RAS oncogene family	-0.747296658858233	0.0317575614034544
ENSOARG00000003037	101110152	FARP1	FERM, ARH/RhoGEF and pleckstrin domain protein 1	-0.5885408328582	0.0491757259395503
ENSOARG00000003038	101101863		centriole, cilia and spindle associated protein	-1.25357873359925	0.0174789417430647
ENSOARG00000003065	101102245	MTHFD1L	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1 like	-0.883181275807157	0.00578152350263507
ENSOARG00000003071	100271658	EYA3	EYA transcriptional coactivator and phosphatase 3	0.982909890846167	0.0251952052599261
ENSOARG00000003081	101112239	ENGASE	endo-beta-N-acetylglucosaminidase	-0.83274364025712	0.028447838870061
ENSOARG00000003122	101118616	SPATA7	spermatogenesis associated 7	-0.70861317615975	0.0304239725725533
ENSOARG00000003124	101122247	APOBR	apolipoprotein B receptor	1.95069236096306	0.00127143359868319
ENSOARG00000003126	101104627	PBXIP1	pre-B-cell leukemia transcription factor-interacting protein 1	-0.697491583380268	0.0138708601602052
ENSOARG00000003141	101111056	NT5DC2	5'-nucleotidase domain containing 2	-1.70269830915377	0.00115618903732573
ENSOARG00000003163		PTPN21	protein tyrosine phosphatase, non-receptor type 21	-1.08698851444175	0.0323508353863382
ENSOARG00000003167	101105277	LCP2	lymphocyte cytosolic protein 2	1.54290068373422	0.000699131988345454
ENSOARG00000003184	101113556	NUPR1	nuclear protein 1, transcriptional regulator	1.65017913845718	0.00214757603919169
ENSOARG00000003186	101115894	CENPT	centromere protein T	-1.19935909457987	0.0250831779716639
ENSOARG00000003196				-1.39212095483234	0.000974568134340372
ENSOARG00000003211	101110414	CDS1	CDP-diacylglycerol synthase 1	0.970299761636308	0.0233276479802621
ENSOARG00000003213		FAM241A	family with sequence similarity 241 member A	1.80631404981194	0.00362149312897618
ENSOARG00000003217	101114886	AHCTF1	AT-hook containing transcription factor 1	-0.761656085628565	0.006134283601452
ENSOARG00000003225	101111154	C1orf131	chromosome 25 open reading frame, human C1orf131	0.646810124156291	0.0272558912058584
ENSOARG00000003226	101113816	SGF29	SAGA complex associated factor 29	-1.22642057105521	0.00389236849177933
ENSOARG00000003230	101121061	C3orf33	chromosome 1 open reading frame, human C3orf33	-1.57357946739442	0.00222034314866881
ENSOARG00000003246	780484	IKBKB	inhibitor of nuclear factor kappa B kinase subunit beta	0.736518390324029	0.0182406627576543
ENSOARG00000003249	101108956	CSK	C-terminal Src kinase	-0.636902577686595	0.0154173048620566
ENSOARG00000003259	100145861	PON2	paraoxonase 2	-0.603977552015689	0.0338357317485454
ENSOARG00000003265	101111686	SPRTN	SprT-like N-terminal domain	1.06862987219694	0.00199202251495992
ENSOARG00000003271	101114163	EGLN1	egl-9 family hypoxia inducible factor 1	-0.684867791817735	0.0166679780637785
ENSOARG00000003284	101120053	FASTKD1	FAST kinase domains 1	-1.31881473315678	0.00165731407189812
ENSOARG00000003287	101117698	DGKZ	diacylglycerol kinase zeta	-1.14386824375123	0.000434573454992192
ENSOARG00000003292	101113974	CKS1B	CDC28 protein kinase regulatory subunit 1B	-0.710415886453116	0.0414440681616227
ENSOARG00000003308	101105941	ZNF667	zinc finger protein 667	-1.56170895351727	0.000555320767967458
ENSOARG00000003313		DDX28	DEAD-box helicase 28	-0.708132301103474	0.0155671958968882
ENSOARG00000003316	101104765	EZH1	enhancer of zeste 1 polycomb repressive complex 2 subunit	-1.02085762775538	0.0436434209998153
ENSOARG00000003325	101117185	DUS2	dihydrouridine synthase 2	-0.571150058239992	0.0402225206984567
ENSOARG00000003327	101112448	SIPA1L2	signal induced proliferation associated 1 like 2	-1.10105874693443	0.0118710565148989
ENSOARG00000003332	101106697	PROCA1	protein interacting with cyclin A1	-1.02915441726473	0.006700864148449
ENSOARG00000003340				3.23530185557932	4.48588526623283e-05
ENSOARG00000003343	101114448	TTC8	tetratricopeptide repeat domain 8	-0.810087815678567	0.0132441433266477
ENSOARG00000003356	101109740	RFC5	replication factor C subunit 5	-0.489099075825997	0.0496203669212142
ENSOARG00000003357	105602017	ZNF471	zinc finger protein 471	-1.10382961781999	0.00494640342624902
ENSOARG00000003364	101116935	DDX55	DEAD-box helicase 55	0.720691986283405	0.0116773713218975
ENSOARG00000003365	101107075	FGR	FGR proto-oncogene, Src family tyrosine kinase	1.9529224344776	0.000964382671880975
ENSOARG00000003372	101104655	FLNC	filamin C	-1.10984720261781	0.0338789132637455
ENSOARG00000003386	101118850	VDAC3	voltage dependent anion channel 3	1.41228599366934	0.0015095481372481
ENSOARG00000003387	101119468	UIMC1	ubiquitin interaction motif containing 1	-0.705542675150423	0.0193117639439534
ENSOARG00000003393	101112747	USP36	ubiquitin specific peptidase 36	-1.12830190527569	0.000923384388351578
ENSOARG00000003409	101119070	PRMT7	protein arginine methyltransferase 7	-0.85333218853867	0.009892930274975
ENSOARG00000003410	101119906	TDP1	tyrosyl-DNA phosphodiesterase 1	-1.08656478526234	0.0134064948312273
ENSOARG00000003417	101115739	EHMT2	euchromatic histone lysine methyltransferase 2	-1.39339270034947	0.00019762995727693
ENSOARG00000003429	101111386	ZFP90	ZFP90 zinc finger protein	-0.663471494642756	0.0209311717279654
ENSOARG00000003435		VWA1	von Willebrand factor A domain containing 1	-2.02128842989601	0.00219504157508496
ENSOARG00000003453	101102028	NMRAL1	NmrA like redox sensor 1	-1.25164689702381	0.00546643555022557
ENSOARG00000003466	101122755		SLX1 homolog A, structure-specific endonuclease subunit	-1.15229367020808	0.010198262923397
ENSOARG00000003468	101110676	WDFY3	WD repeat and FYVE domain containing 3	-1.13514426180636	0.00942634118928055
ENSOARG00000003479	101112156	TANGO6	transport and golgi organization 6 homolog	-1.20346414740004	0.00237285572453543
ENSOARG00000003489	101114414	GGPS1	geranylgeranyl diphosphate synthase 1	0.595957834801562	0.0277085135583487
ENSOARG00000003491	101102693	CDIP1	cell death inducing p53 target 1	-1.15314385123401	0.00151803144536726
ENSOARG00000003501	101117752	PDK4	pyruvate dehydrogenase kinase 4	-3.73335353802386	0.000198256087462202
ENSOARG00000003507	101116957	B3GALNT2	beta-1,3-N-acetylgalactosaminyltransferase 2	-0.58903611940273	0.0255343844385815
ENSOARG00000003508	101113451	DHX36	DEAH-box helicase 36	0.842882419154077	0.0178839384828122
ENSOARG00000003516	101119790	THAP1	THAP domain containing 1	0.657227419506085	0.0461776958800814
ENSOARG00000003517	101111323	STAB1	stabilin 1	-0.934693345220895	0.0119537148437244
ENSOARG00000003520	101120050	RNF170	ring finger protein 170	-0.752262226550947	0.00664447808184421
ENSOARG00000003525	101117198	NKTR	natural killer cell triggering receptor	0.737954732427351	0.00831221874130955
ENSOARG00000003541	101109742	CLK3	CDC like kinase 3	0.813292038029069	0.00807043390805739
ENSOARG00000003545	101121011	MED28	mediator complex subunit 28	0.736274445700468	0.0270719313430536
ENSOARG00000003547	101105095	MYBL2	MYB proto-oncogene like 2	-1.22095892230288	0.00497070728615682
ENSOARG00000003550	101113737	MAP3K6	mitogen-activated protein kinase kinase kinase 6	-1.90093096114312	0.000146992974647349
ENSOARG00000003563				0.639741854929995	0.0327104167329816
ENSOARG00000003567	101113432	TERF2	telomeric repeat binding factor 2	0.702720686979411	0.0458344134017499
ENSOARG00000003572	101115714	RPS6KA5	ribosomal protein S6 kinase A5	-1.28852490466806	0.00204311817123653
ENSOARG00000003575	101121621	CYB5B	cytochrome b5 type B	0.828092413432858	0.0148240375398216
ENSOARG00000003588	101105936	THNSL1	threonine synthase like 1	-1.36982593473252	0.00204493803440161
ENSOARG00000003589	101123347	HOOK3	hook microtubule tethering protein 3	1.22747491725829	0.000732977639091436
ENSOARG00000003591	101113952	NFAT5	nuclear factor of activated T cells 5	1.88423037423184	0.0106924574910168
ENSOARG00000003596	101113083	HEATR6	HEAT repeat containing 6	0.658496981433792	0.0107396482157772
ENSOARG00000003601	101121876	NQO1	NAD(P)H quinone dehydrogenase 1	-0.967612334940116	0.00659209237522271
ENSOARG00000003605	101117727	GPR137B	G protein-coupled receptor 137B	-0.937560656432427	0.00302574713641392
ENSOARG00000003620	101105154	KCP	kielin cysteine rich BMP regulator	-1.14178464958271	0.0141709851070014
ENSOARG00000003623	101113523	LOC101113523	zinc finger protein OZF-like	-0.946678820920949	0.042266122628768
ENSOARG00000003626	101119246	NUMA1	nuclear mitotic apparatus protein 1	-0.682417510675874	0.0331718003029096
ENSOARG00000003637	101122881	PSMD7	proteasome 26S subunit, non-ATPase 7	0.813089818126334	0.0230499171096676
ENSOARG00000003640	101123297	BRD4	bromodomain-containing protein 4	0.724987055552836	0.0311081444132347
ENSOARG00000003642	101121203	EWSR1	EWS RNA binding protein 1	0.681995735250171	0.0399090656552469
ENSOARG00000003647	101105624	EFNA1	ephrin A1	-1.36606292174138	0.011980877596002
ENSOARG00000003652		FOXK1	forkhead box K1	-0.87414600463169	0.0108201057825143
ENSOARG00000003653	101103032	MGRN1	mahogunin ring finger 1	-0.935421733504082	0.0242193684549499
ENSOARG00000003657		SURF2	surfeit 2	-0.874738247966002	0.0383070116601563
ENSOARG00000003666	101113692	ASXL1	ASXL transcriptional regulator 1	2.26009381899424	3.33824618029489e-05
ENSOARG00000003669	101114208	ZFHX3	zinc finger homeobox 3	-1.20668010537252	0.0148718358088065
