ENSEMBL	ENTREZID	SYMBOL	DESCRIPTION	LPS100.A10.vs.Ctrl.micro.logFC	LPS100.A10.vs.Ctrl.micro.p.value
ENSOARG00000001918	101103665	TK2	thymidine kinase 2, mitochondrial	-1.08625945031971	0.00274951588318054
ENSOARG00000001922	101105381	CYTH3	cytohesin 3	-1.83438721609853	0.000316018107752884
ENSOARG00000001934	105605733	LOC105605733	high affinity cationic amino acid transporter 1-like	2.11717843778205	0.0412525559402919
ENSOARG00000001941	101110458	LOC101110458	serpin B6	0.832181204329624	0.00571255676166068
ENSOARG00000001949	101109966	ARHGAP26	Rho GTPase activating protein 26	-0.892678388611982	0.0119535127708079
ENSOARG00000001955	101110544	NEK4	NIMA related kinase 4	-0.626325557578527	0.00960183203906351
ENSOARG00000001956	101105362	SNX33	sorting nexin 33	-0.947383757483549	0.00930331480656368
ENSOARG00000001967	101107271		protein phosphatase 1 regulatory subunit 26	-1.28418324381917	0.0194545810430948
ENSOARG00000001972	101117540	GORASP1	golgi reassembly stacking protein 1	-0.915077907921048	0.0284109485036162
ENSOARG00000001973	101111656	TP53I11	tumor protein p53 inducible protein 11	2.36442466683571	0.00302983035867804
ENSOARG00000001983	101113552	WDR5B	WD repeat domain 5B	-0.899130965207397	0.0210551608473177
ENSOARG00000001989				-1.33304447004238	0.0400166968601904
ENSOARG00000001992	101110944	TTLL5	tubulin tyrosine ligase like 5	-1.1601783629236	0.000754587435060496
ENSOARG00000002019				0.613701539861039	0.0481487018668976
ENSOARG00000002021	100101233	RAC1	Rac family small GTPase 1	0.742826009916067	0.0150216012400877
ENSOARG00000002023	101106473	VSTM5	V-set and transmembrane domain containing 5	-1.05375449016879	0.0153209664363764
ENSOARG00000002024				-0.632307250025296	0.0183327294626453
ENSOARG00000002042		CYBRD1	cytochrome b reductase 1	-1.12450922973283	0.0160523510872003
ENSOARG00000002055	101108524	FOXP4	forkhead box P4	0.517303018701746	0.0298851094109599
ENSOARG00000002056	101105855	PTPN9	protein tyrosine phosphatase, non-receptor type 9	2.48972055785268	3.26462533910829e-05
ENSOARG00000002060	101116207	DCAF17	DDB1 and CUL4 associated factor 17	-0.724793252401115	0.0157212854222168
ENSOARG00000002067	101116504	ZPR1	ZPR1 zinc finger	0.534372170129756	0.0217049808850402
ENSOARG00000002075	101123352	APOOL	apolipoprotein O like	-0.733526569920743	0.00521246511984112
ENSOARG00000002077	101106726		mediator complex subunit 17	0.639018567606003	0.00663707631305557
ENSOARG00000002088	101107151	GRK5	G protein-coupled receptor kinase 5	-3.54261693337266	2.77186637825971e-05
ENSOARG00000002105	101112322	GPATCH2L	G-patch domain containing 2 like	1.12313336258917	0.00044988923104416
ENSOARG00000002110	101106299	IFT80	intraflagellar transport 80	-0.790008863378746	0.0372403249139317
ENSOARG00000002113	101107006		phosphatidylserine synthase 2	-0.784919326193463	0.0192543576206663
ENSOARG00000002115	101114806	MRE11	MRE11 homolog, double strand break repair nuclease	0.768267019873448	0.0100782665833978
ENSOARG00000002126				-0.727469404251044	0.046278908917875
ENSOARG00000002142	101119425	WDR25	WD repeat domain 25	0.651399021316502	0.0414942486294242
ENSOARG00000002145	101108246	DYNC1LI2	dynein cytoplasmic 1 light intermediate chain 2	1.18506469816631	0.000246526113158303
ENSOARG00000002146	101118909	C11orf54	chromosome 21 open reading frame, human C11orf54	-1.13690457221449	0.000875638387876133
ENSOARG00000002150	101102164	CRNKL1	crooked neck pre-mRNA splicing factor 1	0.460465261705926	0.0357620237438346
ENSOARG00000002158	101112736	VASH1	vasohibin 1	1.04368386377266	0.00198865503011774
ENSOARG00000002164	101120906	PNPT1	polyribonucleotide nucleotidyltransferase 1	0.932713680958849	0.0260468846626323
ENSOARG00000002171				-0.99355507266677	0.0433453100784815
ENSOARG00000002176	101110685	DNAJC3	DnaJ heat shock protein family (Hsp40) member C3	0.662191233048825	0.00515653655465418
ENSOARG00000002177		RAB32	RAB32, member RAS oncogene family	0.752958962906056	0.0105738768124005
ENSOARG00000002182	101123017	GPRASP1	G protein-coupled receptor associated sorting protein 1	1.00201816589726	0.0110008781940744
ENSOARG00000002185	101116624	KDELR2	KDEL endoplasmic reticulum protein retention receptor 2	0.726119429167748	0.0034578962131096
ENSOARG00000002191	101102252	NAGLU	N-acetyl-alpha-glucosaminidase	-1.15287669915145	0.000239867060297546
ENSOARG00000002195	101110469	RNMT	RNA guanine-7 methyltransferase	0.613419804477339	0.00742548945065888
ENSOARG00000002196	101123401	FCAR	Fc fragment of IgA receptor	-0.985391958571519	0.00700551567001141
ENSOARG00000002197	101107770	LOC101107770	squalene synthase-like	-0.845452299797041	0.0131375466643846
ENSOARG00000002204	101106450	LPIN3	lipin 3	-1.39038684449398	0.000631476767590908
ENSOARG00000002206	101113946	MPRIP	myosin phosphatase Rho interacting protein	-0.549766730584222	0.0180432692937028
ENSOARG00000002211	101123244	SERPINB9	serpin B9	2.30637688005581	0.00720707221591884
ENSOARG00000002212	101116707	TLK1	tousled like kinase 1	-0.793416899471127	0.0128309585854321
ENSOARG00000002217	101123656		putative killer cell immunoglobulin-like receptor like protein KIR3DP1	-0.801384036232631	0.00251753959830583
ENSOARG00000002220	101102099	POMGNT1	protein O-linked mannose N-acetylglucosaminyltransferase 1 (beta 1,2-)	-0.426296081810518	0.0401471745153265
ENSOARG00000002222				0.734555538695483	0.0154380752448071
ENSOARG00000002240	101117757	FAF2	Fas associated factor family member 2	0.85587492500368	0.000928435427040888
ENSOARG00000002248	101118784	TBC1D9B	TBC1 domain family member 9B	-0.749540638270251	0.00217396739353874
ENSOARG00000002251	100196903	IDO1	indoleamine 2,3-dioxygenase 1	2.71936462069518	0.00183071300515797
ENSOARG00000002261	101109616	COQ2	coenzyme Q2, polyprenyltransferase	-0.788215198156226	0.00212483135152798
ENSOARG00000002278	101119098	MAGEF1	MAGE family member F1	-0.789498705164686	0.0111133116645607
ENSOARG00000002281	101118018	RNF44	ring finger protein 44	-1.53204555375486	0.00206736584203203
ENSOARG00000002300	101104761	VPS13B	vacuolar protein sorting 13 homolog B	-0.74674290474624	0.00952642356722406
ENSOARG00000002320	101112307	LSMEM1	leucine rich single-pass membrane protein 1	-1.36150141278976	0.00646541058290871
ENSOARG00000002323				0.600257443839422	0.0499144372753016
ENSOARG00000002331	101112417	SLC35C1	solute carrier family 35 member C1	-1.171912007747	0.00285812832302754
ENSOARG00000002340	101118531		zinc finger GRF-type containing 1	-1.22627182625527	0.00284294520935809
ENSOARG00000002353	101109960	LRRC4	leucine rich repeat containing 4	3.00246726699533	3.90309159443478e-05
ENSOARG00000002360	101118612	HPSE	heparanase	-0.624857254502667	0.0214550692091488
ENSOARG00000002365	101114202	USP22	ubiquitin specific peptidase 22	-1.60735882046552	0.000945774460639558
ENSOARG00000002379	101116959	GINS4	GINS complex subunit 4	-1.12189855561832	0.0270901028076155
ENSOARG00000002381	101122892	TMEM131L	transmembrane protein 131-like	-0.867842060487825	0.00266479399791575
ENSOARG00000002382	101110065	POMT2	protein O-mannosyltransferase 2	0.513053589032128	0.0178357023544549
ENSOARG00000002391	101113614	MSRB2	methionine sulfoxide reductase B2	-0.865241302728446	0.0021282190974928
ENSOARG00000002400	101122010	CCDC88A	coiled-coil domain containing 88A	-0.725678771692162	0.0128604561900152
ENSOARG00000002406	101111615	S100A14	S100 calcium binding protein A14	-1.31248033331701	0.0253958569292058
ENSOARG00000002409	101119786	GFM1	G elongation factor mitochondrial 1	-0.416690679804167	0.0250375237877991
ENSOARG00000002429	101106183	SDF2	stromal cell derived factor 2	0.556330593251649	0.0276035709203745
ENSOARG00000002435				0.948200098632273	0.0058921570468457
ENSOARG00000002455	101103356	FAAH	fatty-acid amide hydrolase 1	1.17557313873885	0.00946798485810149
ENSOARG00000002461	101105532	CHEK2	checkpoint kinase 2	-0.722854168426307	0.00552321326806431
ENSOARG00000002466				-1.28954966563117	0.0363763781632159
ENSOARG00000002486	101105434	RRAD	RRAD, Ras related glycolysis inhibitor and calcium channel regulator	1.0909602144424	0.020240106951821
ENSOARG00000002488	101122262	LOC101122262	prolyl-tRNA synthetase associated domain-containing protein 1	1.00301459971342	0.0183701864423742
ENSOARG00000002498				-0.711117483465569	0.0405119165828528
ENSOARG00000002533	101114525	VIPAS39	VPS33B interacting protein, apical-basolateral polarity regulator, spe-39 homolog	-0.84694280380749	0.00414651773884103
ENSOARG00000002534	101119611	LOC101119611	WASH complex subunit FAM21	-0.62384132984354	0.00689501673505252
ENSOARG00000002543	101121512	MRNIP	MRN complex interacting protein	-0.767265156097864	0.00272334104493379
ENSOARG00000002547	101110499	RBM28	RNA binding motif protein 28	0.452351619397723	0.0388875317368409
ENSOARG00000002551	101104157	LOC101104157	ubiquitin-conjugating enzyme E2 D3	0.662044978902119	0.00620878792483765
ENSOARG00000002553	101122261	LOC101122261	stabilin-1-like	-1.25458610554181	0.0233131261874464
ENSOARG00000002557	101112808	ZNF277	zinc finger protein 277	0.547383345898691	0.0196946556755132
ENSOARG00000002560				1.21965358121288	0.0494225464344096
ENSOARG00000002563	101107342	LOC101107342	cartilage intermediate layer protein 2	-1.32895902828698	0.00700551567001141
ENSOARG00000002568		NATD1	N-acetyltransferase domain containing 1	-1.54553694646703	0.00147996129308816
ENSOARG00000002573	101122932	LOC101122932	zinc finger protein 621-like	-0.878881119853704	0.0306732591115355
ENSOARG00000002593	101115373	SPTLC2	serine palmitoyltransferase long chain base subunit 2	0.457025108258236	0.038684107597325
ENSOARG00000002615	101110952	CBX4	chromobox 4	-0.674355915524425	0.0197518706132486
ENSOARG00000002619	101104735	CLEC4D	C-type lectin domain family 4 member D	2.08043166975519	0.00157056908757283
ENSOARG00000002627	100188914	ATRN	attractin	0.701626222059703	0.0342102755586462
ENSOARG00000002633	100190973	CDK5	cyclin dependent kinase 5	-0.870466415099101	0.00351099367327711
ENSOARG00000002647	101113439	MAP4	microtubule associated protein 4	-0.695779002991721	0.0332013137131878
ENSOARG00000002651				-0.500828800941185	0.0317990479190316
ENSOARG00000002654		CBX8	chromobox 8	-2.20518019456738	8.03747272909578e-05
ENSOARG00000002665				0.646523796086202	0.0314104575493181
ENSOARG00000002675	101122364	PPIL4	peptidylprolyl isomerase like 4	0.981953043274606	0.000771716459742829
ENSOARG00000002683	100135450	SQSTM1	sequestosome 1	1.21918410362701	0.00253755262461927
ENSOARG00000002685		MBNL2	muscleblind like splicing regulator 2	1.38406933691847	0.0171621146109818
ENSOARG00000002692				-0.957407188111546	0.00332405272370968
ENSOARG00000002726	101107138	PPCDC	phosphopantothenoylcysteine decarboxylase	-0.991477149457826	0.00245143621672081
ENSOARG00000002730	101111735		F-box and leucine rich repeat protein 8	-2.00019445677204	3.28542408473402e-05
ENSOARG00000002732	101103923	PANK3	pantothenate kinase 3	0.966462207463806	0.00137958497695604
ENSOARG00000002733	101120283	LOC101120283	HRAS-like suppressor 3	0.682758718581903	0.0311070759843291
ENSOARG00000002740	101110783	HSF4	heat shock transcription factor 4	-0.619772311659355	0.0388097353768652
ENSOARG00000002750	101119875	ZFAND4	zinc finger AN1-type containing 4	-1.35264077464801	0.000384870718651419
ENSOARG00000002759				0.835234910241922	0.0137318122430576
ENSOARG00000002761		SCAMP5	secretory carrier membrane protein 5	-0.644246758921355	0.0148536298291546
ENSOARG00000002763	101107041	TSEN34	tRNA splicing endonuclease subunit 34	-0.805413638269039	0.0060714130003832
ENSOARG00000002776		ZNF619	zinc finger protein 619	-0.551349951364614	0.0394570439730712
ENSOARG00000002782	101122604	KATNA1	katanin catalytic subunit A1	0.481332630047623	0.0306420991801566
ENSOARG00000002796				0.903183900709011	0.0184535412852182
ENSOARG00000002803	101106963	E2F4	E2F transcription factor 4	0.627465553024106	0.00793929215656835
ENSOARG00000002806		MBOAT7	membrane bound O-acyltransferase domain containing 7	-0.719303631154616	0.00258173898662599
ENSOARG00000002807	101107557	MED20	mediator complex subunit 20	0.643486133661024	0.0430208218329195
ENSOARG00000002809	101123099	GMEB1	glucocorticoid modulatory element binding protein 1	0.877020886591873	0.00128940029984662
ENSOARG00000002810				-1.07376348145304	0.00220138969756729
ENSOARG00000002811	101109758	CCNL1	cyclin L1	0.638282853512132	0.0175553375085834
ENSOARG00000002828	101101958	TAF12	TATA-box binding protein associated factor 12	0.501452981481713	0.0290903175429616
ENSOARG00000002831	101104144	IMPDH1	inosine monophosphate dehydrogenase 1	-1.25970463963108	0.000264483001813779
ENSOARG00000002836	101102748	MIB2	mindbomb E3 ubiquitin protein ligase 2	-0.888041690680428	0.00138043796254666
ENSOARG00000002840	101112898	RBM27	RNA binding motif protein 27	0.976976553335966	0.00343122744790033
ENSOARG00000002849				-0.651344681504598	0.00805255655059956
ENSOARG00000002860	101107464	FHOD1	formin homology 2 domain containing 1	-0.673759258112803	0.0118225480040408
ENSOARG00000002863	101107825	BYSL	bystin like	0.709395725043132	0.00398198978338186
ENSOARG00000002874				-1.01280607549639	0.0148695884524655
ENSOARG00000002875				1.22283672075524	0.00179752596895017
ENSOARG00000002876	101121804	TCTN2	tectonic family member 2	-0.500020111578694	0.029465792713023
ENSOARG00000002878	101109880	ABRAXAS1	abraxas 1, BRCA1 A complex subunit	1.07413931852305	0.000900931378930363
ENSOARG00000002888	101104782	SPDL1	spindle apparatus coiled-coil protein 1	0.880283658025018	0.0199717716075339
ENSOARG00000002892	101112694	LOC101112694	eukaryotic translation initiation factor 3 subunit C	0.591020277222986	0.0136012468995773
ENSOARG00000002896				-0.742754060653861	0.0374709001212705
ENSOARG00000002903	101115532		transmembrane BAX inhibitor motif containing 4	0.708643361958188	0.00868766800223586
ENSOARG00000002905	101107636	FAM219B	family with sequence similarity 219 member B	-1.21722506207083	0.000655769795405898
ENSOARG00000002906	101118333	SSB	Sjogren syndrome antigen B	0.614640859382648	0.0188906320758591
ENSOARG00000002918	100568291	GTF2A1	general transcription factor IIA subunit 1	0.733160568871271	0.0155236506964075
ENSOARG00000002919	101108472	LLPH	LLP homolog, long-term synaptic facilitation factor	0.693181474945293	0.0360786154739084
ENSOARG00000002920	101107901	MPI	mannose phosphate isomerase	-0.587030065979818	0.0172126181659021
ENSOARG00000002932	101122401	ADCY9	adenylate cyclase 9	-1.04925884327493	0.00221262820738392
ENSOARG00000002939	101102961	RCC1	regulator of chromosome condensation 1	-0.60589245938492	0.0403868529659925
ENSOARG00000002944	101120495	IBSP	integrin binding sialoprotein	3.16011368098204	0.000662306866296983
ENSOARG00000002949	101110881	SMIM4	small integral membrane protein 4	-1.75521146480673	0.000434452119528111
ENSOARG00000002955				-1.28957715860988	0.0293736691857318
ENSOARG00000002959		FSCN1	fascin actin-bundling protein 1	2.34032100239924	0.000168855693109812
ENSOARG00000002961				1.0043007188186	0.00125827975648252
ENSOARG00000002962	100037692	XBP1	X-box binding protein 1	0.751583629913577	0.0458308780832732
ENSOARG00000002981		CNOT3	CCR4-NOT transcription complex subunit 3	0.591622159919491	0.00710089066609375
ENSOARG00000002983	101103254		SSU72 homolog, RNA polymerase II CTD phosphatase	-0.758162879432887	0.00985847376308739
ENSOARG00000002988	100302082	MAP2K7	mitogen-activated protein kinase kinase 7	-0.712955161798618	0.0270103123292617
ENSOARG00000002993	101115658	ULK4	unc-51 like kinase 4	-0.699761506423466	0.0117773841670726
ENSOARG00000002994	101112942	CLN3	CLN3, battenin	2.06421922312098	5.55540243864826e-05
ENSOARG00000002995				1.50070217154414	0.0196898965154044
ENSOARG00000002998	101112403	DDX52	DExD-box helicase 52	0.730514620264957	0.00747090544247528
ENSOARG00000002999	101121744	ZNF32	zinc finger protein 32	-1.28276711751949	0.000603396953099997
ENSOARG00000003004	101123153	MND1	meiotic nuclear divisions 1	-0.854024096495424	0.0180552173022474
ENSOARG00000003007				-1.6556055421036	0.00014631046037153
ENSOARG00000003012	101101993	PLEKHG1	pleckstrin homology and RhoGEF domain containing G1	0.943730277712016	0.0394570439730712
ENSOARG00000003027	101114044	RIPOR1	RHO family interacting cell polarization regulator 1	-0.593430938077947	0.0073974606150826
ENSOARG00000003037	101110152	FARP1	FERM, ARH/RhoGEF and pleckstrin domain protein 1	-0.559674977332352	0.0252584352017185
ENSOARG00000003046	101122161	TFAM	transcription factor A, mitochondrial	0.850438312251296	0.00452449985038802
ENSOARG00000003053	101114297	CTCF	CCCTC-binding factor	-1.0594925205649	0.0131791007730934
ENSOARG00000003062	101113428	TM9SF4	transmembrane 9 superfamily member 4	0.38916786325476	0.040358843567114
ENSOARG00000003065	101102245	MTHFD1L	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1 like	-1.26580527640554	0.0001667951125482
ENSOARG00000003100	101112247	C20orf194	chromosome 13 open reading frame, human C20orf194	-1.21169410252235	0.0067684742246462
ENSOARG00000003102	101108361	URB2	URB2 ribosome biogenesis homolog	0.467238818923795	0.0325356371127539
ENSOARG00000003109	101114893	PARD6A	par-6 family cell polarity regulator alpha	-1.26206644944958	0.0113801037782745
ENSOARG00000003114	101118882	DENND3	DENN domain containing 3	2.36126469281227	0.000227699972646432
