ENSEMBL	ENTREZID	SYMBOL	DESCRIPTION	LPS100_1_hit.vs.Ctrl_1_hit.astro.logFC	LPS100.vs.Ctrl.micro.logFC	LPS100_1_hit.vs.Ctrl_1_hit.astro.p.value	LPS100.vs.Ctrl.micro.p.value
ENSOARG00000019870	101119595	RSBN1	round spermatid basic protein 1	1.44417486725278	1.1657680234205	0.000318322087256131	0.0385875052513236
ENSOARG00000019872	101110515	LPCAT4	lysophosphatidylcholine acyltransferase 4	-1.31257873196961	-1.86378814258478	0.000763821761324862	0.0016957467618151
ENSOARG00000019876	101109429	ARHGAP25	Rho GTPase activating protein 25	-1.76559668827755	-1.78334571186245	0.00968807118343635	0.0017479659362023
ENSOARG00000019896	101116516	MTF1	metal regulatory transcription factor 1	1.04024771859089	1.23872223570503	0.0137339217187822	0.0133009323878674
ENSOARG00000019902	101110218	PLEK	pleckstrin	3.6554991911275	3.92638191263588	2.01031185751927e-05	0.00102021132274193
ENSOARG00000019952	101117026	FHL3	four and a half LIM domains 3	-0.989466261645877	-0.813003315121581	0.00844799192111117	0.0325357223597755
ENSOARG00000019968	101112806		basic helix-loop-helix family member e41	1.96450041789994	1.84908909778033	4.09026890534973e-05	0.0163174607824934
ENSOARG00000019973	101113746	RASSF8	Ras association domain family member 8	1.07249247400392	1.55852892539676	0.021956954003974	0.0151060391067623
ENSOARG00000020025	101114854	PELI1	pellino E3 ubiquitin protein ligase 1	1.88349507507296	2.01070128160222	0.00513657225384191	0.00819351158478814
ENSOARG00000020117	101114860	ETNK1	ethanolamine kinase 1	1.06620499277226	0.935150345237919	0.0101500391412914	0.0390023186839832
ENSOARG00000020160	101114323	PARP14	poly(ADP-ribose) polymerase family member 14	2.63862511473836	1.89688372994295	0.000484796900134989	0.0351462478281346
ENSOARG00000020162	101113074	PLCB2	phospholipase C beta 2	-2.5888439939777	-2.47793872133077	0.000118354222445857	0.00367720544726532
ENSOARG00000020165	101109810	ZHX2	zinc fingers and homeoboxes 2	1.56683276370119	1.51252280726591	0.000360246074270742	0.0307152249607176
ENSOARG00000020222	101120887	ITGB5	integrin subunit beta 5	-0.893953475100972	-2.00180226822553	0.0263755664640888	0.000575247816888342
ENSOARG00000020239		OBSL1	obscurin like 1	-1.39399797785093	-1.73817683718968	5.78561080288154e-05	0.0292358847580997
ENSOARG00000020290	101107483	TRIM45	tripartite motif containing 45	-1.97557951755408	-1.57393882650068	0.000581255287105244	0.00343006158341086
ENSOARG00000020301	101122917		tyrosine kinase non receptor 2	-1.17224290943346	-1.34802177477814	0.0398394325634039	0.0258606939209594
ENSOARG00000020351	101123000	NRROS	negative regulator of reactive oxygen species	1.49133192918485	1.67670075923459	0.000422201000858359	0.013796476649279
ENSOARG00000020372	101102223	H1F0	histone H1.0	-1.15112018486894	-2.2513855971634	0.0495002062814475	0.0312875136388233
ENSOARG00000020405	101121495	WDFY1	WD repeat and FYVE domain containing 1	1.23960514655434	0.873096646353751	0.0156343948225288	0.0340793948546665
ENSOARG00000020416	101106047	ATP13A3	ATPase 13A3	2.23535977593819	2.23491464790666	0.000193545591998268	0.0459419254575292
ENSOARG00000020437	101123187	DOCK10	dedicator of cytokinesis 10	1.60504441706635	2.32142111666347	2.16217968412688e-05	0.00673596902597002
ENSOARG00000020441		MB21D2	Mab-21 domain containing 2	1.56229183943219	5.01286685915541	0.000950432341459216	0.00396756384474985
ENSOARG00000020470	101121336	AEBP2	AE binding protein 2	1.27665369053709	2.25529856910705	0.00557007979795327	0.00521807115176971
ENSOARG00000020471	443461	SLC2A1	solute carrier family 2 member 1	1.57459106339168	2.47904685126339	0.000100529971832767	0.00443927420174203
ENSOARG00000020495	100125352	RTP4	receptor transporter protein 4	2.24723449035749	2.48624879972561	0.000389362026304879	0.002199138687687
ENSOARG00000020576		CCL20	C-C motif chemokine ligand 20	6.45420166344655	7.19057126209744	4.70396580128266e-07	2.7267648340865e-05
ENSOARG00000020630	101106058	SP110	SP110 nuclear body protein	2.40187999461387	2.52513490870589	0.00012261380572964	0.00396756384474985
ENSOARG00000020646				1.96462678442022	3.34737471790089	9.46389958999241e-05	0.00260769672432557
ENSOARG00000020763	101108212	GUCY2C	guanylate cyclase 2C	-1.00823069422682	-2.15861950508871	0.0413418603795121	0.0233925556557684
ENSOARG00000020784	101111288	CA12	carbonic anhydrase 12	1.24536831458736	2.18164785577397	0.00172544637162314	0.00620002807539206
ENSOARG00000020793	101101990	LACTB	lactamase beta	-1.39688858967331	-1.30032312002279	0.00755259159103817	0.0493999178874164
ENSOARG00000020828	780505	IL1RN	interleukin 1 receptor antagonist	4.5832467005955	4.29145439652519	2.45030955230478e-06	0.00839089395530833
ENSOARG00000020838	101110748	GPRC5A	G protein-coupled receptor class C group 5 member A	1.35530415201605	2.17873701031889	9.46389958999241e-05	0.0265751959894848
ENSOARG00000020848		IL36A	interleukin 36 alpha	3.4895824081493	3.93531100140449	2.75627388558393e-05	0.00254579189227454
ENSOARG00000020864	101112472	BORCS5	BLOC-1 related complex subunit 5	-1.08226119316941	-1.37276681161884	0.0195115059034159	0.0155012928320394
ENSOARG00000020866	443539	IL1B	interleukin 1 beta	5.96591585336472	7.18248421480048	8.84773188796909e-05	0.000207124780440011
ENSOARG00000020867	101119219	CGNL1	cingulin like 1	2.49135564144724	2.45472200522911	1.15209483317983e-06	0.0297395123908527
ENSOARG00000020873	101104466	RNF19B	ring finger protein 19B	3.6337700501786	3.64884387404618	1.6165841401762e-06	0.0010484182204115
ENSOARG00000020877	443404	IL1A	interleukin 1 alpha	5.08290264825972	6.44583404525951	0.000228062191898007	0.000411947034934165
ENSOARG00000020888	101113402	BCL2L14	BCL2 like 14	2.20767077589723	1.68635361931119	0.000603476089518271	0.0153422487260754
ENSOARG00000020894	101119464	ETV6	ETS variant 6	1.06233771141884	1.98422717812255	0.0333984236502861	0.00243388581969805
ENSOARG00000020895	101104754	PYGO1	pygopus family PHD finger 1	-1.12575151619699	-1.78140914475593	0.0135949371181413	0.0340793948546665
ENSOARG00000020902	101110011	MINDY1	MINDY lysine 48 deubiquitinase 1	-1.05656119043519	-1.68967423690527	0.010595490163073	0.00100638929344937
ENSOARG00000020923	101114255	NCK2	NCK adaptor protein 2	1.23540138856183	1.63467651718965	0.00077599538629225	0.00539724933896254
ENSOARG00000020961		MARCKSL1	MARCKS like 1	2.83920843913269	3.72036250643993	1.27995287495727e-05	0.00179953461857097
ENSOARG00000020971	101105079	DMXL2	Dmx like 2	1.35326748144014	2.11765421591442	0.0084225104280531	0.0104495119531471
ENSOARG00000021012	101117918	OLR1	oxidized low density lipoprotein receptor 1	2.74832750107638	2.18643800269973	7.21125865303549e-07	0.0140283093719108
ENSOARG00000021016	101118775	CLEC1A	C-type lectin domain family 1 member A	-1.13115778440885	-1.14326913106893	0.0186909941825541	0.0419168003502852
ENSOARG00000021041	101114276	C15orf48	chromosome 7 open reading frame, human C15orf48	2.47936301288758	4.2790847825076	1.55663391961589e-05	0.00143300446833886
ENSOARG00000021069	443502	BMP4	bone morphogenetic protein 4	-1.25504471178222	-1.46786966043672	0.0038382794524133	0.029647732507016
ENSOARG00000021075	101122014	CLEC2D	C-type lectin domain family 2 member D	2.60817771742414	2.48496235523664	0.00246971047995073	0.0068525344226788
ENSOARG00000021078	101112987	GCH1	GTP cyclohydrolase 1	1.20551663897907	2.33868139899632	0.0106385797145511	0.00166493158594767
ENSOARG00000021162	101112228	GPHN	gephyrin	1.20701823965162	0.941061071781692	0.00488572408546959	0.0495805586981412
ENSOARG00000021170	780468	ARG2	arginase 2	2.29166333296695	3.55214392515651	0.000143807361983493	0.0014898968602206
ENSOARG00000021198	101103403	PCNX1	pecanex 1	1.25799052055662	1.07591888628176	0.0296711672776266	0.0218592532403539
ENSOARG00000025179				6.59815110108272	4.65406791075223	4.65681999126911e-07	0.0279007136145002
ENSOARG00000025182	100422799	BST-2A	bone marrow stromal cell antigen 2A	2.6477135552763	3.36778124071943	0.00283732437600712	0.0036054805932361
